iter	Passed	Remaining
957	2798	3043
958	2800	3040
959	2803	3037
960	2806	3034
961	2808	3030
962	2811	3027
963	2813	3023
964	2816	3020
965	2819	3018
966	2822	3015
967	2824	3011
968	2827	3008
969	2830	3005
970	2833	3002
971	2836	2999
972	2839	2997
973	2841	2993
974	2844	2990
975	2848	2988
976	2852	2986
977	2855	2983
978	2857	2980
979	2860	2977
980	2863	2974
981	2866	2971
982	2869	2968
983	2871	2965
984	2874	2962
985	2878	2959
986	2881	2957
987	2884	2954
988	2887	2951
989	2889	2948
990	2892	2945
991	2896	2942
992	2899	2940
993	2902	2937
994	2904	2933
995	2907	2931
996	2910	2927
997	2914	2926
998	2917	2923
999	2920	2920
1000	2923	2917
1001	2926	2915
1002	2929	2911
1003	2931	2908
1004	2934	2905
1005	2937	2902
1006	2940	2899
1007	2942	2895
1008	2945	2892
1009	2948	2890
1010	2951	2887
1011	2954	2883
1012	2956	2880
1013	2960	2878
1014	2963	2876
1015	2966	2872
1016	2969	2869
1017	2972	2867
1018	2974	2863
1019	2977	2860
1020	2979	2857
1021	2982	2854
1022	2985	2850
1023	2988	2848
1024	2992	2846
1025	2995	2843
1026	2998	2840
1027	3001	2837
1028	3003	2834
1029	3006	2831
1030	3009	2828
1031	3012	2825
1032	3015	2822
1033	3017	2819
1034	3020	2815
1035	3023	2813
1036	3026	2810
1037	3029	2807
1038	3032	2804
1039	3035	2801
1040	3037	2798
1041	3040	2795
1042	3044	2793
1043	3047	2791
1044	3050	2787
1045	3055	2786
1046	3058	2784
1047	3061	2781
1048	3064	2777
1049	3066	2774
1050	3068	2770
1051	3071	2767
1052	3074	2765
1053	3077	2762
1054	3081	2760
1055	3083	2756
1056	3087	2754
1057	3090	2751
1058	3093	2748
1059	3095	2745
1060	3099	2742
1061	3102	2740
1062	3105	2737
1063	3108	2734
1064	3110	2731
1065	3114	2728
1066	3116	2725
1067	3119	2722
1068	3122	2719
1069	3126	2717
1070	3129	2714
1071	3132	2711
1072	3135	2708
1073	3138	2706
1074	3142	2703
1075	3144	2699
1076	3146	2696
1077	3149	2693
1078	3151	2690
1079	3154	2687
1080	3159	2685
1081	3162	2683
1082	3166	2680
1083	3168	2677
1084	3171	2674
1085	3173	2670
1086	3175	2667
1087	3179	2664
1088	3182	2662
1089	3184	2658
1090	3186	2655
1091	3189	2652
1092	3192	2649
1093	3195	2646
1094	3197	2642
1095	3200	2640
1096	3203	2637
1097	3205	2633
1098	3209	2631
1099	3212	2628
1100	3215	2625
1101	3218	2622
1102	3222	2620
1103	3224	2617
1104	3228	2614
1105	3231	2612
1106	3234	2609
1107	3237	2606
1108	3240	2603
1109	3243	2600
1110	3246	2598
1111	3249	2594
1112	3252	2592
1113	3254	2588
1114	3257	2585
1115	3261	2583
1116	3263	2579
1117	3266	2576
1118	3269	2574
1119	3273	2571
1120	3276	2568
1121	3278	2565
1122	3281	2563
1123	3285	2560
1124	3289	2558
1125	3291	2555
1126	3296	2553
1127	3298	2549
1128	3301	2547
1129	3305	2544
1130	3306	2540
1131	3309	2537
1132	3311	2534
1133	3314	2531
1134	3317	2528
1135	3319	2524
1136	3322	2522
1137	3325	2518
1138	3327	2515
1139	3330	2512
1140	3333	2509
1141	3336	2506
1142	3339	2503
1143	3342	2500
1144	3344	2497
1145	3348	2495
1146	3350	2491
1147	3353	2488
1148	3356	2485
1149	3360	2483
1150	3363	2480
1151	3366	2477
1152	3369	2475
1153	3373	2473
1154	3376	2470
1155	3380	2467
1156	3382	2464
1157	3385	2461
1158	3387	2458
1159	3390	2455
1160	3393	2452
1161	3396	2449
1162	3399	2446
1163	3402	2443
1164	3405	2440
1165	3408	2438
1166	3412	2435
1167	3413	2431
1168	3416	2428
1169	3420	2426
1170	3424	2424
1171	3426	2420
1172	3429	2417
1173	3431	2414
1174	3433	2410
1175	3436	2408
1176	3438	2404
1177	3442	2402
1178	3445	2399
1179	3447	2395
1180	3450	2392
1181	3452	2389
1182	3455	2386
1183	3457	2382
1184	3460	2380
1185	3463	2376
1186	3467	2374
1187	3469	2371
1188	3472	2368
1189	3475	2365
1190	3478	2362
1191	3482	2360
1192	3484	2357
1193	3488	2354
1194	3491	2352
1195	3495	2349
1196	3497	2346
1197	3499	2342
1198	3502	2339
1199	3505	2336
1200	3508	2333
1201	3510	2330
1202	3512	2327
1203	3515	2323
1204	3517	2320
1205	3519	2317
1206	3522	2313
1207	3525	2311
1208	3528	2308
1209	3532	2306
1210	3535	2303
1211	3539	2300
1212	3542	2298
1213	3545	2295
1214	3548	2292
1215	3551	2289
1216	3554	2286
1217	3556	2283
1218	3559	2280
1219	3562	2277
1220	3566	2275
1221	3569	2272
1222	3572	2269
1223	3574	2266
1224	3577	2263
1225	3580	2260
1226	3582	2257
1227	3586	2254
1228	3589	2251
1229	3591	2248
1230	3594	2245
1231	3598	2242
1232	3600	2239
1233	3603	2236
1234	3606	2233
1235	3608	2230
1236	3611	2227
1237	3614	2224
1238	3617	2221
1239	3619	2218
1240	3622	2215
1241	3625	2212
1242	3628	2209
1243	3631	2207
1244	3634	2203
1245	3636	2200
1246	3639	2197
1247	3642	2194
1248	3644	2191
1249	3647	2188
1250	3650	2185
1251	3653	2182
1252	3656	2179
1253	3659	2177
1254	3662	2174
1255	3665	2171
1256	3667	2168
1257	3670	2164
1258	3672	2161
1259	3675	2158
1260	3677	2155
1261	3680	2152
1262	3683	2149
1263	3686	2146
1264	3689	2143
1265	3692	2140
1266	3694	2137
1267	3697	2134
1268	3700	2131
1269	3702	2128
1270	3705	2125
1271	3709	2122
1272	3712	2120
1273	3715	2117
1274	3718	2114
1275	3721	2111
1276	3724	2108
1277	3728	2106
1278	3731	2103
1279	3733	2100
1280	3736	2097
1281	3739	2094
1282	3743	2091
1283	3745	2088
1284	3749	2086
1285	3752	2083
1286	3754	2080
1287	3758	2077
1288	3760	2074
1289	3764	2072
1290	3767	2069
1291	3770	2066
1292	3772	2062
1293	3776	2060
1294	3779	2057
1295	3781	2054
1296	3784	2051
1297	3786	2047
1298	3789	2045
1299	3791	2041
1300	3794	2038
1301	3797	2035
1302	3800	2032
1303	3802	2029
1304	3806	2027
1305	3808	2023
1306	3812	2021
1307	3814	2017
1308	3818	2015
1309	3821	2012
1310	3824	2010
1311	3827	2007
1312	3830	2004
1313	3833	2001
1314	3836	1998
1315	3840	1996
1316	3843	1993
1317	3846	1990
1318	3848	1987
1319	3851	1984
1320	3854	1981
1321	3857	1978
1322	3860	1975
1323	3872	1977
1324	3875	1974
1325	3878	1971
1326	3880	1968
1327	3884	1965
1328	3887	1962
1329	3889	1959
1330	3891	1956
1331	3895	1953
1332	3898	1950
1333	3900	1947
1334	3904	1944
1335	3906	1941
1336	3910	1939
1337	3913	1936
1338	3916	1933
1339	3919	1930
1340	3921	1927
1341	3924	1924
1342	3926	1920
1343	3929	1918
1344	3932	1914
1345	3934	1911
1346	3937	1908
1347	3940	1906
1348	3942	1902
1349	3946	1900
1350	3949	1897
1351	3951	1894
1352	3955	1891
1353	3958	1888
1354	3961	1885
1355	3965	1883
1356	3968	1880
1357	3971	1877
1358	3974	1874
1359	3977	1871
1360	3980	1868
1361	3983	1865
1362	3985	1862
1363	3988	1859
1364	3990	1856
1365	3994	1853
1366	3996	1850
1367	4000	1847
1368	4003	1845
1369	4007	1842
1370	4010	1839
1371	4013	1836
1372	4016	1833
1373	4019	1831
1374	4022	1828
1375	4025	1825
1376	4028	1822
1377	4031	1819
1378	4033	1816
1379	4035	1813
1380	4039	1810
1381	4042	1807
1382	4045	1804
1383	4048	1801
1384	4050	1798
1385	4053	1795
1386	4056	1792
1387	4058	1789
1388	4062	1786
1389	4065	1784
1390	4068	1781
1391	4071	1778
1392	4074	1775
1393	4077	1772
1394	4081	1769
1395	4084	1767
1396	4086	1764
1397	4089	1760
1398	4092	1757
1399	4095	1755
1400	4098	1752
1401	4102	1749
1402	4105	1746
1403	4107	1743
1404	4110	1740
1405	4112	1737
1406	4115	1734
1407	4118	1731
1408	4121	1728
1409	4124	1725
1410	4127	1722
1411	4130	1720
1412	4133	1717
1413	4136	1714
1414	4139	1711
1415	4142	1708
1416	4146	1705
1417	4148	1702
1418	4152	1700
1419	4155	1697
1420	4157	1694
1421	4160	1691
1422	4163	1688
1423	4166	1685
1424	4169	1682
1425	4172	1679
1426	4175	1676
1427	4177	1673
1428	4180	1670
1429	4184	1667
1430	4187	1664
1431	4190	1662
1432	4192	1658
1433	4196	1656
1434	4200	1653
1435	4204	1651
1436	4207	1648
1437	4210	1645
1438	4213	1642
1439	4216	1639
1440	4219	1636
1441	4221	1633
1442	4224	1630
1443	4228	1627
1444	4230	1624
1445	4233	1622
1446	4236	1618
1447	4239	1616
1448	4242	1613
1449	4246	1610
1450	4248	1607
1451	4252	1604
1452	4254	1601
1453	4258	1599
1454	4260	1596
1455	4263	1592
1456	4266	1590
1457	4269	1587
1458	4273	1584
1459	4276	1581
1460	4279	1578
1461	4282	1576
1462	4285	1573
1463	4288	1570
1464	4292	1567
1465	4294	1564
1466	4298	1561
1467	4301	1558
1468	4303	1555
1469	4307	1553
1470	4310	1550
1471	4313	1547
1472	4317	1544
1473	4321	1542
1474	4325	1539
1475	4329	1537
1476	4332	1534
1477	4335	1531
1478	4338	1528
1479	4342	1525
1480	4346	1523
1481	4350	1520
1482	4352	1517
1483	4356	1514
1484	4359	1511
1485	4362	1509
1486	4366	1506
1487	4368	1503
1488	4372	1500
1489	4375	1497
1490	4378	1494
1491	4382	1492
1492	4385	1489
1493	4388	1486
1494	4391	1483
1495	4395	1480
1496	4398	1477
1497	4401	1474
1498	4404	1472
1499	4408	1469
1500	4410	1466
1501	4414	1463
1502	4416	1460
1503	4420	1457
1504	4422	1454
1505	4425	1451
1506	4429	1448
1507	4432	1446
1508	4435	1443
1509	4437	1440
1510	4441	1437
1511	4446	1434
1512	4448	1431
1513	4451	1428
1514	4453	1425
1515	4457	1423
1516	4461	1420
1517	4465	1417
1518	4467	1414
1519	4470	1411
1520	4472	1408
1521	4475	1405
1522	4477	1402
1523	4481	1399
1524	4484	1396
1525	4486	1393
1526	4489	1390
1527	4492	1387
1528	4495	1384
1529	4498	1381
1530	4500	1378
1531	4503	1375
1532	4507	1373
1533	4511	1370
1534	4515	1367
1535	4518	1365
1536	4521	1362
1537	4524	1359
1538	4527	1356
1539	4530	1353
1540	4534	1350
1541	4536	1347
1542	4539	1344
1543	4542	1341
1544	4545	1338
1545	4548	1335
1546	4551	1332
1547	4554	1329
1548	4558	1327
1549	4560	1324
1550	4563	1320
1551	4565	1317
1552	4569	1315
1553	4571	1312
1554	4574	1309
1555	4576	1305
1556	4579	1302
1557	4582	1300
1558	4585	1297
1559	4588	1294
1560	4592	1291
1561	4595	1288
1562	4597	1285
1563	4600	1282
1564	4604	1279
1565	4606	1276
1566	4610	1273
1567	4612	1270
1568	4615	1267
1569	4617	1264
1570	4621	1261
1571	4624	1259
1572	4626	1255
1573	4629	1252
1574	4631	1249
1575	4634	1246
1576	4636	1243
1577	4640	1240
1578	4643	1238
1579	4646	1235
1580	4648	1232
1581	4651	1229
1582	4653	1225
1583	4656	1222
1584	4659	1220
1585	4661	1216
1586	4664	1213
1587	4667	1210
1588	4669	1207
1589	4672	1204
1590	4677	1202
1591	4680	1199
1592	4683	1196
1593	4686	1193
1594	4689	1190
1595	4693	1188
1596	4697	1185
1597	4700	1182
1598	4702	1179
1599	4705	1176
1600	4709	1173
1601	4713	1170
1602	4716	1168
1603	4720	1165
1604	4725	1162
1605	4727	1159
1606	4730	1156
1607	4733	1153
1608	4735	1150
1609	4738	1147
1610	4742	1145
1611	4745	1142
1612	4747	1139
1613	4751	1136
1614	4755	1133
1615	4758	1130
1616	4761	1127
1617	4765	1125
1618	4767	1122
1619	4770	1119
1620	4773	1116
1621	4776	1113
1622	4780	1110
1623	4782	1107
1624	4785	1104
1625	4787	1101
1626	4790	1098
1627	4793	1095
1628	4796	1092
1629	4799	1089
1630	4803	1086
1631	4806	1083
1632	4809	1080
1633	4811	1077
1634	4814	1074
1635	4816	1071
1636	4819	1068
1637	4822	1065
1638	4825	1062
1639	4828	1059
1640	4830	1056
1641	4834	1053
1642	4837	1051
1643	4840	1048
1644	4842	1045
1645	4846	1042
1646	4848	1039
1647	4851	1036
1648	4854	1033
1649	4856	1030
1650	4859	1027
1651	4861	1024
1652	4864	1021
1653	4866	1018
1654	4870	1015
1655	4873	1012
1656	4875	1009
1657	4878	1006
1658	4881	1003
1659	4884	1000
1660	4886	997
1661	4889	994
1662	4892	991
1663	4895	988
1664	4897	985
1665	4899	982
1666	4902	979
1667	4906	976
1668	4909	973
1669	4912	970
1670	4915	967
1671	4919	965
1672	4921	962
1673	4925	959
1674	4928	956
1675	4931	953
1676	4933	950
1677	4936	947
1678	4939	944
1679	4942	941
1680	4944	938
1681	4948	935
1682	4951	932
1683	4955	929
1684	4957	926
1685	4960	923
1686	4963	920
1687	4965	917
1688	4968	914
1689	4971	911
1690	4974	909
1691	4977	906
1692	4980	903
1693	4983	900
1694	4985	897
1695	4988	894
1696	4991	891
1697	4994	888
1698	4996	885
1699	5000	882
1700	5003	879
1701	5006	876
1702	5009	873
1703	5011	870
1704	5014	867
1705	5017	864
