iter	MAE
1506	0.07080441143
1507	0.07079242496
1508	0.07076520778
1509	0.07074363092
1510	0.07073916833
1511	0.07072963971
1512	0.07069747527
1513	0.0706649754
1514	0.07064628851
1515	0.07064389395
1516	0.07060886941
1517	0.07057034258
1518	0.07055145594
1519	0.07052756907
1520	0.07051851414
1521	0.07049748087
1522	0.07049516968
1523	0.0704783573
1524	0.07045693669
1525	0.07045492931
1526	0.0704408944
1527	0.07042993814
1528	0.07041043888
1529	0.07038963885
1530	0.07038202196
1531	0.07036995443
1532	0.07033044979
1533	0.07025318168
1534	0.07023604487
1535	0.07021895779
1536	0.07017702673
1537	0.0701184685
1538	0.07009076196
1539	0.07005049801
1540	0.0699992941
1541	0.06999637866
1542	0.06995265485
1543	0.06994315188
1544	0.06991834475
1545	0.06991354679
1546	0.06990479346
1547	0.06989815232
1548	0.06989677026
1549	0.06988761672
1550	0.0698779364
1551	0.06985509417
1552	0.06980115591
1553	0.069795591
1554	0.06977994842
1555	0.0697604384
1556	0.06973727559
1557	0.06970597414
1558	0.06968613013
1559	0.06968203319
1560	0.06967253578
1561	0.06966105512
1562	0.06965745191
1563	0.06965573451
1564	0.06964665195
1565	0.06961674778
1566	0.06961294088
1567	0.0695955525
1568	0.06958380922
1569	0.06957364143
1570	0.06955468231
1571	0.06954516008
1572	0.06953571979
1573	0.06952292078
1574	0.06951709527
1575	0.06949397268
1576	0.06948882019
1577	0.06947439364
1578	0.06945412795
1579	0.06945098511
1580	0.06943956822
1581	0.06939799572
1582	0.06939052785
1583	0.06936225394
1584	0.06934424005
1585	0.06933603672
1586	0.06932253027
1587	0.06930934921
1588	0.06928268089
1589	0.06925258285
1590	0.06923412477
1591	0.06920827614
1592	0.0691622006
1593	0.06914059593
1594	0.06912367252
1595	0.0691158786
1596	0.06909945774
1597	0.06908848912
1598	0.069037961
1599	0.06902752436
1600	0.06901980477
1601	0.06901626542
1602	0.06899202455
1603	0.06899104149
1604	0.06897996679
1605	0.0689755056
1606	0.06895728675
1607	0.06894187915
1608	0.06893250509
1609	0.06887421822
1610	0.06883002171
1611	0.06882679789
1612	0.06882457369
1613	0.06878783666
1614	0.06877929145
1615	0.06874329402
1616	0.06872217261
1617	0.0686905003
1618	0.06867128634
1619	0.06866212929
1620	0.06863986163
1621	0.06863161572
1622	0.06861664504
1623	0.06858728668
1624	0.0685750316
1625	0.06856567101
1626	0.06852641069
1627	0.06849048949
1628	0.0684740098
1629	0.06846519052
1630	0.06845052218
1631	0.06842278678
1632	0.0684018483
1633	0.06836971802
1634	0.06836247674
1635	0.06833255716
1636	0.06828344788
1637	0.06826243325
1638	0.06825393803
1639	0.06824608251
1640	0.06824171232
1641	0.0682122377
1642	0.06817697626
1643	0.06816865405
1644	0.06814941699
1645	0.06812885008
1646	0.06812760047
1647	0.06812028675
1648	0.06811153145
1649	0.06807682761
1650	0.0680516593
1651	0.06803347014
1652	0.0679977923
1653	0.06797846099
1654	0.06797270056
1655	0.06795634857
1656	0.06794179221
1657	0.06791340369
1658	0.06790521297
1659	0.06789365903
1660	0.06787522091
1661	0.06786877243
1662	0.06785958423
1663	0.06784066851
1664	0.06782327759
1665	0.06781479923
1666	0.06780594693
1667	0.06777932937
1668	0.0677674949
1669	0.06773701401
1670	0.06772278769
1671	0.06771795377
1672	0.06769575566
1673	0.06764290033
1674	0.06763392199
1675	0.0676301025
1676	0.06762273939
1677	0.06760840728
1678	0.06758882584
1679	0.06755802855
1680	0.06755302155
1681	0.0675300311
1682	0.0675110128
1683	0.06748927754
1684	0.06748675281
1685	0.06748333256
1686	0.06745802923
1687	0.06744355021
1688	0.06743569507
1689	0.06741497725
1690	0.06739912089
1691	0.06738597292
1692	0.06736880086
1693	0.06733723267
1694	0.06724107928
1695	0.06723876389
1696	0.0671896322
1697	0.06718754298
1698	0.06717722417
1699	0.0671558586
1700	0.067147786
1701	0.06711953524
1702	0.06711052581
1703	0.0670902041
1704	0.06707989814
1705	0.06706888867
1706	0.06705433171
1707	0.06704435255
1708	0.06702687148
1709	0.06699638111
1710	0.06698356675
1711	0.06693240387
1712	0.06692012561
1713	0.06690356024
1714	0.06688345705
1715	0.06688023695
1716	0.06686173576
1717	0.06685501114
1718	0.06683164435
1719	0.06680017384
1720	0.06679210712
1721	0.06678981661
1722	0.0667803207
1723	0.06677544633
1724	0.06677299861
1725	0.06676687202
1726	0.06676517702
1727	0.06675844075
1728	0.06673246259
1729	0.0667255067
1730	0.06672193444
1731	0.06669736179
1732	0.06668009541
1733	0.06667444271
1734	0.06665425409
1735	0.06664330362
1736	0.06663800859
1737	0.06661743039
1738	0.06659542231
1739	0.06659128994
1740	0.06658267691
1741	0.0665367718
1742	0.06652606877
1743	0.06652453949
1744	0.06650350901
1745	0.06650261509
1746	0.06648980141
1747	0.06648428302
1748	0.06647021342
1749	0.06646436022
1750	0.06643581203
1751	0.06642886018
1752	0.06641392064
1753	0.06636852474
1754	0.06635695475
1755	0.06633807861
1756	0.06633415557
1757	0.06632212891
1758	0.06629825812
1759	0.06629226824
1760	0.06627745471
1761	0.06626672943
1762	0.06625875395
1763	0.06623697878
1764	0.06622763267
1765	0.0661542116
1766	0.06612757502
1767	0.06611405623
1768	0.06610788895
1769	0.06607940884
1770	0.06601559059
1771	0.06601172536
1772	0.06600753126
1773	0.06596176018
1774	0.06595111092
1775	0.0659482091
1776	0.06594091818
1777	0.06590353643
1778	0.06590188483
1779	0.06587657557
1780	0.06587192993
1781	0.06586719163
1782	0.06585371175
1783	0.06584925964
1784	0.06584135014
1785	0.06583714092
1786	0.06582940215
1787	0.06581194775
1788	0.06580575278
1789	0.06578093023
1790	0.06575826613
1791	0.06573675658
1792	0.06573181836
1793	0.0657146288
1794	0.06570948382
1795	0.06570647769
1796	0.06569199215
1797	0.06568119151
1798	0.06566269865
1799	0.06566105271
1800	0.06563402974
1801	0.06562639548
1802	0.06560039025
1803	0.06558668881
1804	0.0655776326
1805	0.06554764156
1806	0.06553418312
1807	0.06552320943
1808	0.06549716848
1809	0.06548800571
1810	0.06540847253
1811	0.06539253835
1812	0.06537943426
1813	0.0653510689
1814	0.06533029659
1815	0.06532158683
1816	0.06529536077
1817	0.0652707698
1818	0.06521267147
1819	0.06520579876
1820	0.06517547798
1821	0.06516050922
1822	0.06515170976
1823	0.06514199835
1824	0.06513523522
1825	0.06510323061
1826	0.06508808026
1827	0.06507927312
1828	0.06507676381
1829	0.06507075459
1830	0.06506065537
1831	0.06505402012
1832	0.06505162165
1833	0.06502999663
1834	0.06499809185
1835	0.06498384384
1836	0.06497959361
1837	0.06497445761
1838	0.06496161974
1839	0.06493335279
1840	0.06490593322
1841	0.06487909973
1842	0.06486899628
1843	0.06483648911
1844	0.06482609517
1845	0.06481925876
1846	0.06477420945
1847	0.06476937994
1848	0.06476340623
1849	0.06473037785
1850	0.06472434364
1851	0.06471940132
1852	0.06469693815
1853	0.06467397077
1854	0.06466619693
1855	0.06464330413
1856	0.06464075554
1857	0.06463596083
1858	0.0646186555
1859	0.06453298378
1860	0.06449529111
1861	0.06448912644
1862	0.06446091326
1863	0.06445741697
1864	0.06445449826
1865	0.06444725133
1866	0.06443287232
1867	0.06442477797
1868	0.06441551812
1869	0.06440894121
1870	0.06440199878
1871	0.06439398211
1872	0.06438225948
1873	0.06436414512
1874	0.06433758623
1875	0.06431008545
1876	0.06429344952
1877	0.06428638992
1878	0.06427731516
1879	0.06425607181
1880	0.06425182875
1881	0.06423940978
1882	0.06420326162
1883	0.06417563608
1884	0.06416810492
1885	0.06412737009
1886	0.0641192468
1887	0.06410788971
1888	0.06409789457
1889	0.0640873924
1890	0.0640758779
1891	0.06406417004
1892	0.06405909061
1893	0.06403528299
1894	0.06400224044
1895	0.06398826175
1896	0.06396334406
1897	0.06395611116
1898	0.06394052204
1899	0.06392658235
1900	0.0638989258
1901	0.06388520517
1902	0.06386401851
1903	0.06379354538
1904	0.06376423155
1905	0.0637532821
1906	0.06375018426
1907	0.06371742633
1908	0.06370134066
1909	0.06367678386
1910	0.06362838392
1911	0.0636235744
1912	0.06361119757
1913	0.06359878125
1914	0.06358726961
1915	0.06356564318
1916	0.06354542446
1917	0.06354003503
1918	0.0634901934
1919	0.06348855118
1920	0.06346841711
1921	0.06346013895
1922	0.06344726809
1923	0.06344231064
1924	0.06340322653
1925	0.06338186295
1926	0.06335668112
1927	0.06334450297
1928	0.06333425363
1929	0.06331221399
1930	0.06328257427
1931	0.06324164087
1932	0.06323834188
1933	0.06322528973
1934	0.06320980278
1935	0.06320325962
1936	0.06319346264
1937	0.06318388508
1938	0.06317617509
1939	0.06316441312
1940	0.06314859212
1941	0.06311827142
1942	0.06311045356
1943	0.06306619115
1944	0.06305435508
1945	0.06303955656
1946	0.06301566456
1947	0.06300646409
1948	0.06299999491
1949	0.06298817149
1950	0.06298570007
1951	0.06296711275
1952	0.06295682059
1953	0.06293388686
1954	0.06292156593
1955	0.06291969713
1956	0.06291255313
1957	0.06290087904
1958	0.06288319204
1959	0.06287154914
1960	0.06285963998
1961	0.06285371437
1962	0.06284979532
1963	0.0628347548
1964	0.0628196008
1965	0.06279764656
1966	0.06278729839
1967	0.06278459399
1968	0.06277480632
1969	0.06276604293
1970	0.06276187841
1971	0.06274377916
1972	0.06272930796
1973	0.06272788103
1974	0.06272566111
1975	0.0627177581
1976	0.06271415333
1977	0.06269715341
1978	0.06267251837
1979	0.06264574209
1980	0.06264128915
1981	0.06263751769
1982	0.06262756933
1983	0.06257493233
1984	0.0625665711
1985	0.06255616826
1986	0.062552178
1987	0.06250985166
1988	0.06249917802
1989	0.06248970269
1990	0.06248587325
1991	0.06246875628
1992	0.06243115257
1993	0.06242273024
1994	0.06241404325
1995	0.06241103184
1996	0.06240717236
1997	0.06240077276
1998	0.06239552654
1999	0.06239143566
