iter	MAE
123	0.185502889
124	0.1851668652
125	0.1848934148
126	0.1846277562
127	0.1842399749
128	0.1839143512
129	0.1836190555
130	0.1833069489
131	0.1826317011
132	0.1822860796
133	0.1822408324
134	0.1817457481
135	0.181569647
136	0.1811607393
137	0.1809553332
138	0.1802437277
139	0.1798534048
140	0.1798449264
141	0.1791526216
142	0.1789151707
143	0.1783681302
144	0.1781616308
145	0.1778614392
146	0.17752786
147	0.1771403266
148	0.1769727276
149	0.176659564
150	0.1761980286
151	0.1759618584
152	0.1756997755
153	0.1754096705
154	0.1750364147
155	0.1747480754
156	0.1742843477
157	0.1739862966
158	0.1736450287
159	0.1733735574
160	0.1731881818
161	0.1730700705
162	0.1727702928
163	0.1726610215
164	0.1721998443
165	0.1716199768
166	0.171441675
167	0.1712700777
168	0.1711587989
169	0.1709681013
170	0.1706301677
171	0.1704261112
172	0.1701692616
173	0.1696388486
174	0.1691868869
175	0.1690342253
176	0.1685652031
177	0.1683389331
178	0.1678512544
179	0.1675724856
180	0.1671227809
181	0.1664480282
182	0.166226388
183	0.1659278712
184	0.1656171811
185	0.165227933
186	0.165020553
187	0.1647611
188	0.1644106375
189	0.1641684539
190	0.1639917656
191	0.1637553274
192	0.1632196655
193	0.1628984249
194	0.1625963312
195	0.1621902017
196	0.1619701262
197	0.16143761
198	0.1611126908
199	0.1609317297
200	0.1606737296
201	0.1603727695
202	0.1597310852
203	0.1596048323
204	0.1593313133
205	0.1591323497
206	0.1587157827
207	0.1582390648
208	0.1577775316
209	0.1575592413
210	0.1571971083
211	0.1569965992
212	0.1568102209
213	0.1566611196
214	0.1563716381
215	0.1561092248
216	0.155577295
217	0.155401588
218	0.1552620752
219	0.1549665173
220	0.1546149567
221	0.1543251898
222	0.1542152902
223	0.1538453367
224	0.1536926858
225	0.1535558981
226	0.1534853295
227	0.1532688139
228	0.1531028914
229	0.1528801641
230	0.1527498298
231	0.1525055114
232	0.1522104816
233	0.151807443
234	0.1516692544
235	0.1515016154
236	0.1512835212
237	0.1511634999
238	0.1510219727
239	0.1508729055
240	0.1507030686
241	0.1505000964
242	0.1502830822
243	0.1500363031
244	0.1498388731
245	0.149551522
246	0.149260068
247	0.1489378669
248	0.1488286951
249	0.1487012249
250	0.1483764352
251	0.1480524554
252	0.1477958734
253	0.1474717311
254	0.1473630602
255	0.1471335024
256	0.1470652286
257	0.146844382
258	0.1465235309
259	0.1463760974
260	0.1460036394
261	0.1458306191
262	0.1455758247
263	0.1454625224
264	0.1452775255
265	0.1451837717
266	0.1449469909
267	0.1447541541
268	0.1445176513
269	0.1443661771
270	0.1442159338
271	0.1439650354
272	0.1436230174
273	0.1435137454
274	0.1433745101
275	0.1432550938
276	0.143141999
277	0.1429743411
278	0.14284229
279	0.1426726432
280	0.1425328394
281	0.1422409877
282	0.1420945215
283	0.1418504385
284	0.1416691455
285	0.1415217278
286	0.1412748137
287	0.1410359298
288	0.1408126939
289	0.1404931071
290	0.1401649519
291	0.1399430316
292	0.1397934282
293	0.1395836185
294	0.1394760564
295	0.139267544
296	0.1391410689
297	0.1390241914
298	0.1389000946
299	0.1386355466
300	0.1385439996
301	0.1384116134
302	0.1381741509
303	0.1380623291
304	0.1379487954
305	0.1377313709
306	0.1375413391
307	0.1373399415
308	0.1371197413
309	0.1368574537
310	0.136795525
311	0.1365777037
312	0.1365112138
313	0.1364164848
314	0.1362407761
315	0.1359375648
316	0.1358229162
317	0.1357200683
318	0.1356680544
319	0.1354118229
320	0.1353327496
321	0.1351951039
322	0.1351036172
323	0.1349093575
324	0.1347879109
325	0.1346712573
326	0.1344699291
327	0.1343015726
328	0.1340842305
329	0.1339076202
330	0.1336290739
331	0.1334945085
332	0.1333492497
333	0.1331985947
334	0.133009104
335	0.1328999549
336	0.1327268836
337	0.1325782621
338	0.1322993926
339	0.1320466734
340	0.1320113707
341	0.1319260024
342	0.1317965152
343	0.1317476146
344	0.131597079
345	0.1314479207
346	0.1313259955
347	0.1309856068
348	0.1307984183
349	0.1307243122
350	0.1306046502
351	0.130472797
352	0.1302132314
353	0.1299775043
354	0.1296709239
355	0.1295847353
356	0.1292651166
357	0.1290704532
358	0.1289953145
359	0.1288498559
360	0.1287426409
361	0.1285946601
362	0.128426255
363	0.1283547069
364	0.1281917683
365	0.1281307481
366	0.1280513575
367	0.1279912103
368	0.1279565294
369	0.1278496842
370	0.1277575387
371	0.1275727757
372	0.127341509
373	0.1272854469
374	0.1272305633
375	0.127082932
376	0.1269730217
377	0.126810037
378	0.1266158024
379	0.1264462031
380	0.1263296349
381	0.1261068753
382	0.1259653538
383	0.1258853751
384	0.1257337175
385	0.1256636541
386	0.1255545788
387	0.1253949366
388	0.1253140551
389	0.1252751368
390	0.1252237808
391	0.1251278281
392	0.1249936648
393	0.1248458762
394	0.1248121717
395	0.1247050344
396	0.1245934923
397	0.1244947741
398	0.1243380396
399	0.124242762
400	0.1241048563
401	0.1239808678
402	0.1238390114
403	0.1235161683
404	0.123438237
405	0.123370242
406	0.123121688
407	0.1230561702
408	0.1230160183
409	0.1229510418
410	0.1228544511
411	0.1227646354
412	0.1226738256
413	0.122568816
414	0.1225254841
415	0.1223883898
416	0.1222418067
417	0.1219616498
418	0.1218249046
419	0.1217639262
420	0.1215705773
421	0.1215260157
422	0.1213746665
423	0.1213287778
424	0.1212802138
425	0.1211859993
426	0.1208903006
427	0.1207675782
428	0.1206066476
429	0.1205266785
430	0.1204145451
431	0.1202980194
432	0.1201311774
433	0.1200713564
434	0.1199522147
435	0.119769921
436	0.1196436822
437	0.1195903327
438	0.1194804196
439	0.1194138797
440	0.119185016
441	0.1190110241
442	0.1189391885
443	0.1186802069
444	0.1185104561
445	0.1184062109
446	0.1182289723
447	0.118065104
448	0.1180443792
449	0.1179338135
450	0.1178407043
451	0.1176145205
452	0.1175322956
453	0.1173509442
454	0.1172838474
455	0.1171270893
456	0.1170301378
457	0.1169876965
458	0.1168710702
459	0.1167710893
460	0.1166099101
461	0.1164883312
462	0.1163864158
463	0.1161357746
464	0.1159734564
465	0.1158349213
466	0.1157515556
467	0.1155992158
468	0.1155126466
469	0.1154364512
470	0.1153497962
471	0.1152194138
472	0.1151680993
473	0.1151156447
474	0.1149781643
475	0.1149181892
476	0.1148995701
477	0.1148457997
478	0.1146659251
479	0.114607988
480	0.1145933218
481	0.1144988525
482	0.1144562404
483	0.1143414471
484	0.1142482509
485	0.1142243224
486	0.1141964235
487	0.1141512636
488	0.1140514246
489	0.1139855366
490	0.1138089583
491	0.1136496558
492	0.1135868196
493	0.1135593949
494	0.1134915254
495	0.1133894376
496	0.1132847159
497	0.1132352841
498	0.1131887265
499	0.1130753969
500	0.1129754302
501	0.1129311398
502	0.1128231976
503	0.11273119
504	0.1126724245
505	0.1124475324
506	0.1123991647
507	0.1122884339
508	0.1122429918
509	0.1121574582
510	0.1120302625
511	0.1119845351
512	0.1119411132
513	0.1119156682
514	0.1118452911
515	0.111742853
516	0.1116524019
517	0.1115775764
518	0.1115235363
519	0.1114764509
520	0.1114291097
521	0.1113904293
522	0.1113139411
523	0.1112597012
524	0.1112076519
525	0.1111590229
526	0.1110789
527	0.1110387255
528	0.1110137209
529	0.1109591021
530	0.1109202236
531	0.1108338367
532	0.1106992958
533	0.1106649376
534	0.1106563668
535	0.1106093814
536	0.1104355817
537	0.1103917446
538	0.1103621823
539	0.1102698723
540	0.1101684111
541	0.1100597941
542	0.1099885619
543	0.10994892
544	0.1098900569
545	0.1098375367
546	0.1097499302
547	0.1097293129
548	0.1096715739
549	0.1095714605
550	0.1094509335
551	0.1093656173
552	0.109229594
553	0.1091733632
554	0.1090574499
555	0.1089303691
556	0.1089012958
557	0.1088600549
558	0.108841337
559	0.1087545815
560	0.108692954
561	0.1086344331
562	0.1086068873
563	0.1084931635
564	0.1082780486
565	0.1081992484
566	0.1081379337
567	0.108101704
568	0.1079841093
569	0.1079378537
570	0.1078720558
571	0.1078119593
572	0.1077807108
573	0.1076363576
574	0.1074503635
575	0.1073497888
576	0.1072057407
577	0.1071404162
578	0.107059693
579	0.1070091181
580	0.1069312879
581	0.1068915117
582	0.106793016
583	0.1067628013
584	0.1066927473
585	0.106644436
586	0.1065666737
587	0.1064995495
588	0.1064262704
589	0.1063072834
590	0.106277261
591	0.1059598083
592	0.1058245655
593	0.1057701212
594	0.1056875194
595	0.1056418228
596	0.1056119438
597	0.1055608418
598	0.1054033829
599	0.1053489268
600	0.1052984016
601	0.1052266441
602	0.1051709755
603	0.1051617456
604	0.1051139096
605	0.1050709061
606	0.1050148031
607	0.1049254866
608	0.1048776941
609	0.1048250879
610	0.1047288133
611	0.1046690798
612	0.1046023955
613	0.1045300108
614	0.1044488201
615	0.1043406248
616	0.1043218224
617	0.1041537578
618	0.1040916423
619	0.1039443392
620	0.1038524185
621	0.1037665153
622	0.1037293968
623	0.1036879504
624	0.1036563725
625	0.1036193412
626	0.1036037738
627	0.1035115324
628	0.1034041102
629	0.1033536284
630	0.1033398639
631	0.1031355417
632	0.1030825685
633	0.1029726563
634	0.102888589
635	0.1027880108
636	0.1026906813
637	0.1026708683
638	0.1026089667
639	0.1025419773
640	0.1023893692
641	0.1023273479
642	0.10226958
643	0.1022474071
644	0.1021481909
645	0.1020532585
646	0.1019998105
647	0.1018957802
648	0.1018280262
649	0.101765545
650	0.1016631837
651	0.1016334508
652	0.1015993434
653	0.1015308756
654	0.1014917005
655	0.101372223
656	0.1013527389
657	0.1013259635
658	0.1012735625
659	0.1012217495
660	0.1011595572
661	0.1010774487
662	0.1010162474
663	0.1009471865
664	0.1009329929
665	0.1008706226
666	0.1008362021
667	0.100813174
668	0.1007513227
669	0.1006103255
670	0.1005086362
671	0.1004922565
672	0.1004683351
673	0.1003801425
674	0.1003341203
675	0.1002266581
676	0.1002102701
677	0.1001795546
678	0.1001034141
679	0.1000628636
680	0.1000232177
681	0.09995466963
682	0.09992737457
683	0.09989571489
684	0.09980873917
685	0.09973079097
686	0.09960222161
687	0.09950168919
688	0.09945347471
689	0.09938448877
690	0.09934028778
691	0.09926205317
692	0.09922022509
693	0.09920321199
694	0.0991354918
695	0.09902690942
696	0.09899022928
697	0.09890138638
698	0.09881087163
699	0.09869661702
700	0.09867894455
701	0.09865631272
702	0.09860592383
703	0.09857222144
704	0.09853931974
705	0.09846781712
706	0.09839095517
707	0.09833523268
708	0.09811206971
709	0.09802087212
710	0.09792311345
711	0.09789015557
712	0.09782852684
713	0.09781509476
714	0.09777922893
715	0.09768649321
716	0.0975955501
717	0.09756348207
718	0.09744736278
719	0.09740591713
720	0.09738967985
721	0.09736057301
722	0.09732693445
723	0.09728580772
724	0.09724143954
725	0.09719216694
726	0.09713964307
727	0.09708133109
728	0.09705197426
729	0.09698676767
730	0.09689074799
731	0.09685660813
732	0.09673841409
733	0.09669461352
734	0.09666489146
735	0.09664452829
736	0.09661309846
737	0.09656876004
738	0.09647785691
739	0.09645263216
740	0.09626605938
741	0.09625868543
742	0.09621887927
743	0.09617610631
744	0.09610852229
745	0.09606528429
746	0.09603173791
747	0.09598703964
748	0.09593290412
749	0.09590170082
750	0.0958505553
751	0.09573841195
752	0.09565707597
753	0.09552955673
754	0.09552133342
755	0.09547979777
756	0.09544485112
757	0.09532070407
758	0.09526942939
759	0.0952408716
760	0.09521562783
761	0.09519186599
762	0.09503536458
763	0.09498524079
764	0.09496000309
765	0.09488075941
766	0.09484143999
767	0.09482356638
768	0.09476268866
769	0.09470182098
770	0.09464635559
771	0.09459382606
772	0.09454869442
773	0.09447079812
774	0.09439218002
775	0.09435709342
776	0.09434371013
777	0.09426711278
778	0.0941626525
779	0.09412352248
780	0.09404514215
781	0.09399252834
782	0.09395449693
783	0.09388894037
784	0.09384415403
785	0.09383283982
786	0.09373668902
787	0.09369469978
788	0.09364479167
789	0.09361390815
790	0.09355309106
791	0.09351770459
792	0.09349461502
793	0.09345812818
794	0.09342141327
795	0.0933381102
796	0.09330007794
797	0.09326194761
798	0.09323259817
799	0.09315673353
800	0.09314647557
801	0.09311014567
802	0.0930886639
803	0.09301799211
804	0.09298649093
805	0.09288463466
806	0.09284480777
807	0.0927071416
808	0.09269195126
809	0.09263208002
810	0.09260228855
811	0.09250275127
812	0.09244574421
813	0.09232644024
814	0.09228382538
815	0.09225484888
816	0.09223508335
817	0.09220949679
818	0.09218678791
819	0.09216622567
820	0.09212271444
821	0.09211308229
822	0.0920542343
823	0.09203189981
824	0.09201230411
825	0.09198764137
826	0.0919738135
827	0.09190788849
828	0.09184882849
829	0.09174240179
830	0.09174028059
831	0.09170092015
832	0.0916909993
833	0.09160777114
834	0.09145911268
835	0.09143150578
836	0.09142048877
837	0.09135854651
838	0.09132094804
839	0.09129286066
840	0.09124248752
841	0.09118713474
842	0.09115733758
843	0.09112523682
844	0.09109659784
845	0.09108055437
846	0.091011468
847	0.09098995255
848	0.0909614144
849	0.09090503719
850	0.09080410818
851	0.09074544236
852	0.09059391097
853	0.09058391921
854	0.09057121049
855	0.0905533994
856	0.09043443665
857	0.09034386962
858	0.09031868487
859	0.09030588157
860	0.09026593544
861	0.09025316859
862	0.09020595225
863	0.09017940415
864	0.09011551725
865	0.09007207101
866	0.09004098598
867	0.08999880405
868	0.08989893242
869	0.08987860899
870	0.08985847914
871	0.08975528473
872	0.08965528976
873	0.08955484962
874	0.08949100117
875	0.08945478392
876	0.08944363205
877	0.08937175701
878	0.0893328653
879	0.08929397734
880	0.0892116889
881	0.08918532775
882	0.08916370948
883	0.08907838978
884	0.08902760234
885	0.08900821926
886	0.08897479432
887	0.08887667446
888	0.08882993139
889	0.08878223467
890	0.08871032139
891	0.08862767261
892	0.0886182315
893	0.08860454104
894	0.08856915655
895	0.08851898371
896	0.08845856166
897	0.08844749967
898	0.0884081362
899	0.08838575471
900	0.08834636353
901	0.08831065992
902	0.08830318956
903	0.08827525967
904	0.08826114456
905	0.08821399136
906	0.08813297064
907	0.088064076
908	0.08792697415
909	0.08785857214
910	0.0878155496
911	0.08779561153
912	0.08775711356
913	0.08772573109
914	0.08770710387
915	0.08768089471
916	0.08760369808
917	0.08757898976
918	0.08755466662
919	0.08751769501
920	0.08750440744
921	0.08748717117
922	0.08747971202
923	0.08743646737
924	0.0874266176
925	0.08739425408
926	0.08734477883
927	0.08730822637
928	0.08728930633
929	0.08719077379
930	0.0871819439
931	0.08717561611
932	0.08714459926
933	0.08705795641
934	0.08704505362
935	0.08700828927
936	0.08694610309
937	0.08686564216
938	0.08682723248
939	0.08681849034
940	0.08680560429
941	0.08676695559
942	0.08674927602
943	0.08669275099
944	0.08666668162
945	0.08664443726
946	0.08662994778
947	0.08654017801
948	0.08649651587
949	0.08647213573
950	0.08643716196
951	0.08640858855
952	0.08627651904
953	0.08627063653
954	0.08623892652
955	0.08614297575
956	0.08605921594
957	0.08604819681
958	0.08601028987
959	0.08590591876
960	0.08582211168
961	0.08578226239
962	0.08575708876
963	0.08574437528
964	0.08568200537
965	0.08564188321
966	0.08554264077
967	0.08552547461
968	0.08547753117
969	0.0854475971
970	0.08543920969
971	0.08539458791
972	0.08538724694
973	0.08533772275
974	0.08529863656
975	0.08527632919
976	0.0852579626
977	0.08522230346
978	0.08519450145
979	0.08518747636
980	0.08517083297
981	0.0851321497
982	0.08510691701
983	0.0850646728
984	0.08503426712
985	0.08498606476
986	0.08495540433
987	0.08488091072
988	0.08486095928
989	0.0847891515
990	0.0847665745
991	0.08469948438
992	0.08465223957
993	0.08462895434
994	0.08460926746
995	0.08459767809
996	0.08458499606
997	0.08449400293
998	0.08442527402
999	0.08440340833
1000	0.08435304593
1001	0.08428368723
1002	0.08423676842
1003	0.08421642119
1004	0.08420244869
1005	0.08417018605
1006	0.08414715065
1007	0.08409076077
1008	0.08408282664
1009	0.08396607549
1010	0.0839060492
1011	0.08385783155
1012	0.08380991762
1013	0.08377256515
1014	0.08373540634
1015	0.08371949514
1016	0.08368838403
1017	0.08362603951
1018	0.08361419844
1019	0.08359338177
1020	0.08358016873
1021	0.08356031331
1022	0.08351150425
1023	0.08347664136
1024	0.0834459478
1025	0.08341908884
1026	0.0833621049
1027	0.08330448061
1028	0.08325601036
1029	0.08323670734
1030	0.08321539833
1031	0.08318979581
1032	0.08314944499
1033	0.08308918594
1034	0.08307441772
1035	0.08296230306
1036	0.08292653761
1037	0.0828832523
1038	0.08285288373
1039	0.08278650351
1040	0.08271128976
1041	0.08267568763
1042	0.08264495409
1043	0.08262921042
1044	0.08258087799
1045	0.08256097702
1046	0.08255263649
1047	0.08251664201
1048	0.08249376662
1049	0.08248599676
1050	0.08241805846
1051	0.08240798901
1052	0.08239311443
1053	0.0823205151
1054	0.0822615444
1055	0.08222704481
1056	0.08219672655
1057	0.0821193607
1058	0.08209510552
1059	0.08208165341
1060	0.08207283132
1061	0.08204697405
1062	0.08201362987
1063	0.08199627648
1064	0.08198465264
1065	0.08195963693
1066	0.08191197773
1067	0.08190470071
1068	0.081895535
1069	0.08188312217
1070	0.08176856863
1071	0.0817415434
1072	0.08171977171
1073	0.08170476961
1074	0.08167468042
1075	0.0815901866
1076	0.08158280153
1077	0.08155983822
1078	0.08151683623
1079	0.08149839573
1080	0.08146449471
1081	0.08142191447
1082	0.08136072504
1083	0.08133422901
1084	0.08131604281
1085	0.08128241383
1086	0.08125626389
1087	0.08122336046
1088	0.08118767504
1089	0.08117009776
1090	0.08114891524
1091	0.08111543447
1092	0.08110694196
1093	0.08109411213
1094	0.08105043258
1095	0.08102412771
1096	0.08101364889
1097	0.0809680194
1098	0.08095277028
1099	0.08092159616
1100	0.0808493233
1101	0.08082736956
1102	0.08081475145
1103	0.08079584713
1104	0.08077382769
1105	0.08073235281
1106	0.08069646508
1107	0.08062149263
1108	0.08054220946
1109	0.08049742513
1110	0.08048263773
1111	0.08045890583
1112	0.08040201477
1113	0.08034557513
1114	0.08029485924
1115	0.08026169493
1116	0.08024506351
1117	0.08021848453
1118	0.08018675515
1119	0.08017068053
1120	0.08010459561
1121	0.08008819819
1122	0.08005712498
1123	0.07999792795
1124	0.07989865441
1125	0.07987207532
1126	0.07985929916
1127	0.0798507376
1128	0.07978069123
1129	0.07974149205
1130	0.0796760664
1131	0.07965626681
1132	0.07963290386
1133	0.07962032259
1134	0.07957221244
1135	0.07954664431
1136	0.07949294034
1137	0.07942494605
1138	0.07938504778
1139	0.07938187827
1140	0.07936952689
1141	0.07935130289
1142	0.07931949446
1143	0.0793034872
1144	0.07928609011
1145	0.07927115244
1146	0.07917603716
1147	0.0791662047
1148	0.07910981589
1149	0.07909434314
1150	0.07907182306
1151	0.07905165086
1152	0.07904400737
1153	0.07898546369
1154	0.07898245752
1155	0.07897862869
1156	0.0789665752
1157	0.07894261384
1158	0.07893446018
1159	0.07891351417
1160	0.07889846875
1161	0.07888855197
1162	0.07886488029
1163	0.07885323785
1164	0.07884511033
1165	0.07879597571
1166	0.07878141007
1167	0.07877902671
1168	0.07873734088
1169	0.0786769286
1170	0.07859071532
1171	0.07857613201
1172	0.07855383609
1173	0.07852740138
1174	0.07851731678
1175	0.07848525766
1176	0.07844792473
1177	0.07839398812
1178	0.07838195509
1179	0.07834117282
1180	0.07833016477
1181	0.07830746201
1182	0.07824790948
1183	0.07819523499
1184	0.07818577043
1185	0.07811261698
1186	0.07810574332
1187	0.07806793477
1188	0.07804781157
1189	0.07800337759
1190	0.07796245197
1191	0.07793299453
1192	0.07788859508
1193	0.07783387838
1194	0.07778094409
1195	0.07773400266
1196	0.07771500617
1197	0.07770633997
1198	0.07770053868
1199	0.07767382502
1200	0.07765106681
1201	0.07764188637
1202	0.07763401227
1203	0.07757111037
1204	0.07756289367
1205	0.07756023949
1206	0.07754911395
1207	0.07753924329
1208	0.0775299743
1209	0.07750733778
1210	0.07750257035
1211	0.07748222059
1212	0.07748050374
1213	0.07745139916
1214	0.0774478914
1215	0.07744138413
1216	0.07743418943
1217	0.07741390197
1218	0.07740489782
1219	0.07739257412
1220	0.07738084396
1221	0.07736958505
1222	0.07734386049
1223	0.07730803821
1224	0.07725968721
1225	0.07724983108
1226	0.07723309025
1227	0.07722724476
1228	0.07715790307
1229	0.07711188613
1230	0.07709170059
1231	0.07708467151
1232	0.07706904449
1233	0.07704035926
1234	0.07703219538
1235	0.07698296299
1236	0.07696542364
1237	0.07695270456
1238	0.07694819812
1239	0.07693057758
1240	0.07687833427
1241	0.07686673542
1242	0.07686360994
1243	0.07683514691
1244	0.07681895794
1245	0.07681561178
1246	0.07679208238
1247	0.07676560454
1248	0.07673078979
1249	0.07671889962
1250	0.07669802725
1251	0.07667149023
1252	0.07665221378
1253	0.07661820586
1254	0.07660162229
1255	0.0765472441
1256	0.07651896304
1257	0.07651459568
1258	0.07649943138
1259	0.07648019182
1260	0.07645195946
1261	0.07640760614
1262	0.07637306197
1263	0.0762937037
1264	0.0762843188
1265	0.07624378617
1266	0.07618612983
1267	0.07616917884
1268	0.07615390421
1269	0.07613038102
1270	0.07611632355
1271	0.07609728203
1272	0.07607652244
1273	0.07604040332
1274	0.07601922807
1275	0.07601162409
1276	0.07597475672
1277	0.07595052924
1278	0.07592855049
1279	0.07591726217
1280	0.07590065703
1281	0.0758580302
1282	0.07584318192
1283	0.07576383702
1284	0.07574360512
1285	0.07572371473
1286	0.075717843
1287	0.07570637829
1288	0.07569307596
1289	0.07568331967
1290	0.07561032283
1291	0.07560077697
1292	0.0755641188
1293	0.07555282391
1294	0.07552711651
1295	0.07550816569
1296	0.07548311048
1297	0.07547878302
1298	0.07545382591
1299	0.07545107024
1300	0.07544414493
1301	0.07543792518
1302	0.07537414986
1303	0.07533664138
1304	0.0753285934
1305	0.07530359779
1306	0.07529248912
1307	0.07527600038
1308	0.07526990328
1309	0.07524928563
1310	0.07524680118
1311	0.07517821268
1312	0.07515983861
1313	0.07505738806
1314	0.07505025398
1315	0.07496862452
1316	0.07495044084
1317	0.07490618498
1318	0.07489835637
1319	0.07487286258
1320	0.07483647807
1321	0.07482197549
1322	0.07479980727
1323	0.0747829413
1324	0.07475488415
1325	0.07474606204
1326	0.07472000194
1327	0.07466534722
1328	0.07464897775
1329	0.07463154203
1330	0.074605442
1331	0.07459728103
1332	0.07457276949
1333	0.07456538622
1334	0.07455913643
1335	0.07454744597
1336	0.07449800834
1337	0.07448640003
1338	0.07446881896
1339	0.07446474989
1340	0.07444437234
1341	0.07437605067
1342	0.0743383484
1343	0.07433278389
1344	0.07428178571
1345	0.0742647873
1346	0.07426182301
1347	0.07423167131
1348	0.07421654167
1349	0.07420455791
1350	0.07419927733
1351	0.07419034498
1352	0.07418314184
1353	0.07417249124
1354	0.07416293478
1355	0.07414340769
1356	0.07413209106
1357	0.07412239802
1358	0.07411813295
1359	0.07410975146
1360	0.07408940212
1361	0.07405124709
1362	0.07404312546
1363	0.07396192309
1364	0.07393880318
1365	0.07392400838
1366	0.0738776333
1367	0.073840829
1368	0.07383563048
1369	0.07379979598
1370	0.07372021355
1371	0.07371071085
1372	0.07369638974
1373	0.07367421551
1374	0.07364643111
1375	0.07361818025
1376	0.07358209389
1377	0.07352395546
1378	0.07350447219
1379	0.07349077415
1380	0.07347227558
1381	0.07346588543
1382	0.07338923673
1383	0.07334868106
1384	0.07333341847
1385	0.07326056965
1386	0.07321326082
1387	0.073167385
1388	0.07311267629
1389	0.07310341532
1390	0.07309219485
1391	0.07308603397
1392	0.07307009022
1393	0.07304110731
1394	0.07302573592
1395	0.0730205778
1396	0.07299670414
1397	0.07297307812
1398	0.07291848947
1399	0.07290078188
1400	0.07288012698
1401	0.07287578668
1402	0.07283649698
1403	0.07282136444
1404	0.0727616984
1405	0.07274153332
1406	0.07273216756
1407	0.07272582385
1408	0.07269940098
1409	0.07266191502
1410	0.07262397542
1411	0.07261425381
1412	0.07259125735
1413	0.07258524001
1414	0.07256894534
1415	0.07253111106
1416	0.07250874978
1417	0.07250195326
1418	0.07247184545
1419	0.0724371058
1420	0.07241044279
1421	0.07238850128
1422	0.07237394175
1423	0.07233878362
1424	0.07233444019
1425	0.07230621197
1426	0.07228513933
1427	0.07226900334
1428	0.07226254736
1429	0.07225915049
1430	0.07224978155
1431	0.07219139734
1432	0.07218631706
1433	0.07216622123
1434	0.07213091268
1435	0.07212170887
1436	0.07211411248
1437	0.0721108987
1438	0.0721040306
1439	0.07208463263
1440	0.07206300477
1441	0.07203641203
1442	0.07202608822
1443	0.07202378466
1444	0.07199529917
1445	0.07196723914
1446	0.07195214634
1447	0.07193639188
1448	0.07192107926
1449	0.07189545415
1450	0.07186121211
1451	0.07183438072
1452	0.07181049904
1453	0.07178321344
1454	0.07174441435
1455	0.0717438946
1456	0.07171674926
1457	0.07169529239
1458	0.07168766508
1459	0.07164070643
1460	0.0716294031
1461	0.07161836182
1462	0.07160942535
1463	0.07159340062
1464	0.07155477724
1465	0.07154635258
1466	0.07153587066
1467	0.07152757244
1468	0.07150412277
1469	0.07147770019
1470	0.07145330187
1471	0.07143655806
1472	0.07143126195
1473	0.07142723742
1474	0.07138658321
1475	0.07137431497
1476	0.0713550082
1477	0.0713377518
1478	0.07131919226
1479	0.07131052966
1480	0.07125675552
1481	0.0712486267
1482	0.07123101765
1483	0.07120796585
1484	0.07119261109
1485	0.07116610398
1486	0.07116343642
1487	0.07115739077
1488	0.0711434246
1489	0.07113129111
1490	0.07110456004
1491	0.07109007025
1492	0.07106498369
1493	0.07105575133
1494	0.07101977109
1495	0.07096585282
1496	0.07095465884
1497	0.07093522365
1498	0.07091600318
1499	0.07090530395
1500	0.07088175786
1501	0.07086708987
1502	0.07085024561
1503	0.07083229389
1504	0.07081928447
1505	0.07080814281
